categoria,receita,rendimento_original,ingrediente,quantidade,origem
Bases,"Porção Feijão Tropeiro Saudavel 2,000Kg",1.0,FEIJÃO CARIOCA,500.0,ABA_RECEITA
Bases,"Porção Feijão Tropeiro Saudavel 2,000Kg",1.0,AZEITE DE OLIVA 500ml,30.0,ABA_RECEITA
Bases,"Porção Feijão Tropeiro Saudavel 2,000Kg",1.0,TEMPERO A GOSTO,40.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,800.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,FARELO DE AVEIA,100.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,GRÃO DE BICO (8mm),30.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,OVOS,60.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,CEBOLA 258g,200.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,alho 65g,20.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,salsinha 150g,40.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,cebolinha 150g,35.0,ABA_RECEITA
Bases,"Porção de Almondegas de Frango Verde 1,200Kg",1.0,sal,10.0,ABA_RECEITA
Bases,Porção Macarrão á Bolonhesa 2300Kg,1.0,MACARRÃO INTEGRAL 500g GALO PARAFUSO E ESPAGUETE Nº8,500.0,ABA_RECEITA
Bases,Porção Macarrão á Bolonhesa 2300Kg,1.0,"Carne Moída Coringa 2,700Kg",1600.0,ABA_RECEITA
Bases,Porção Macarrão á Bolonhesa 2300Kg,1.0,QUEIJO MUSSARELA pedaço,200.0,ABA_RECEITA
Bases,Porção Macarrão á Bolonhesa 2300Kg,1.0,sal,10.0,ABA_RECEITA
Bases,Porção Nhoque de Banana da Terra 500g,1.0,BANANA VERDE NANICA 200g,600.0,ABA_RECEITA
Bases,Porção Nhoque de Banana da Terra 500g,1.0,FARINHA DE TRIGO INTEGRAL RENATA,30.0,ABA_RECEITA
Bases,Porção Nhoque de Banana da Terra 500g,1.0,sal,10.0,ABA_RECEITA
Bases,Porção Nhoque de Banana da Terra 500g,1.0,azeite de oliva 500ml,20.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,OVOS,360.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,COUVE  FLOR 250g,15.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,BETERRABA 355g,42.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,CENOURA 200g,100.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,FARINHA DE AVEIA,75.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,FARINHA DE TRIGO INTEGRAL,75.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,AZEITE DE OLIVA 500ml,30.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,LEITE INTEGRAL 1L,500.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,sal,10.0,ABA_RECEITA
Bases,Porção de Panqueta  colorida recheada com frango e Queijo Mussarela 2300Kg,1.0,pimenta preta,5.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,400.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,COXÃO MOLE,400.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,MACARRÃO INTEGRAL 500g GALO PARAFUSO E ESPAGUETE Nº8,500.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,PIMENTÃO VERDE 227g,100.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,CENOURA 200g,250.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,BRÓCOLIS 250g,300.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,COUVE  FLOR 250g,300.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,CEBOLA 258g,200.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,ALHO 65g,20.0,ABA_RECEITA
Bases,Porção de yakissoba saudavel 2900Kg,1.0,ACELGA 150g,400.0,ABA_RECEITA
Bases,"Porção de Almôndega de carne com quinoa com molho de tomates ,queijo 2600Kg",1.0,PATINHO (CARNE MOIDA),2000.0,ABA_RECEITA
Bases,"Porção de Almôndega de carne com quinoa com molho de tomates ,queijo 2600Kg",1.0,CEBOLA 258g,150.0,ABA_RECEITA
Bases,"Porção de Almôndega de carne com quinoa com molho de tomates ,queijo 2600Kg",1.0,QUINOA EM GRÃO,250.0,ABA_RECEITA
Bases,"Porção de Almôndega de carne com quinoa com molho de tomates ,queijo 2600Kg",1.0,sal,40.0,ABA_RECEITA
Bases,"Porção de Almôndega de carne com quinoa com molho de tomates ,queijo 2600Kg",1.0,pimenta preta,10.0,ABA_RECEITA
Bases,"Porção de Almôndega de carne com quinoa com molho de tomates ,queijo 2600Kg",1.0,"PASTA DE TOMATE CONCENTRADA 2,005kg",170.0,ABA_RECEITA
Bases,"Porção de Almôndega de carne com quinoa com molho de tomates ,queijo 2600Kg",1.0,QUEIJO PARMESÃO,50.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,700.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,FARINHA DE AVEIA,90.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,OVOS,120.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,CEBOLA 258g,150.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,ALHO 65g,21.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,salsinha 150g,40.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,cebolinha 150g,40.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,QUINOA EM GRÃO,45.0,ABA_RECEITA
Bases,"Porção de Almôndegas de frango, creme de milho e vagem 1Kg",1.0,sal,10.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,PEITO DE FRANGO SEM OSSO E SEM PELE,2000.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,TRIGO PARA KIBE,500.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,CEBOLA 258g,400.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,ALHO 65g,60.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,TOMILHO,40.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,QUEIJO RICOTA,350.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,AZEITE DE OLIVA 500ml,45.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,sal,30.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,HORTELÃ  maço 50g,40.0,ABA_RECEITA
Bases,Porção de Quibe de Frango (06 quibe de 30g cada por porção) 3600Kg,1.0,VAGEM 206g,200.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,PATINHO (CARNE MOIDA),2000.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,CEBOLA 258g,150.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,ALHO 65g,25.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,MOSTARDA QUERO 190g,20.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,MOLHO DE TOMATE fugini,300.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,Biomassa de Banana Verde 1Kg,150.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,CREME DE LEITE 200g,100.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,PALMITO PUPUNHA RODELA 300g,50.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,CHAMPIGNONS,30.0,ABA_RECEITA
Bases,Porção de Strogonoff Cremoso de Carne 2860Kg,1.0,sal,20.0,ABA_RECEITA
Bases,Maionese de Bio Massa 440g,1.0,LIMÃO TAHITI 120g,120.0,ABA_RECEITA
Bases,Maionese de Bio Massa 440g,1.0,Biomassa de Banana Verde 1Kg,150.0,ABA_RECEITA
Bases,Maionese de Bio Massa 440g,1.0,AZEITE DE OLIVA 500ml,45.0,ABA_RECEITA
Bases,Maionese de Bio Massa 440g,1.0,agua filtrada 20l,125.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,CHIA (EXTRA BLACK),15.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,ERVILHA 500g YOKI,100.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,CEBOLA 258g,20.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,GENGIBRE 185g,2.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,ALHO 65g,2.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,sal,1.6,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,MANJERICÃO maço 50g,3.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,cebolinha 150g,3.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,PÁPRICA DEFUMADA,1.0,ABA_RECEITA
Bases,Hamburguer vegetariano 165g,5.0,AZEITE DE OLIVA 500ml,6.0,ABA_RECEITA
PratosÚnicos,Almôndega de carne com quinoa com molho de tomates e queijo 350g (fit),10.0,PATINHO (CARNE MOIDA),200.0,ABA_RECEITA
PratosÚnicos,Almôndega de carne com quinoa com molho de tomates e queijo 350g (fit),10.0,CEBOLA 258g,20.0,ABA_RECEITA
PratosÚnicos,Almôndega de carne com quinoa com molho de tomates e queijo 350g (fit),10.0,QUINOA EM GRÃO,25.0,ABA_RECEITA
PratosÚnicos,Almôndega de carne com quinoa com molho de tomates e queijo 350g (fit),10.0,SAL,4.0,ABA_RECEITA
PratosÚnicos,Almôndega de carne com quinoa com molho de tomates e queijo 350g (fit),10.0,PIMENTA PRETA,1.5,ABA_RECEITA
PratosÚnicos,Almôndega de carne com quinoa com molho de tomates e queijo 350g (fit),10.0,"PASTA DE TOMATE CONCENTRADA 2,005kg",17.0,ABA_RECEITA
PratosÚnicos,Almôndega de carne com quinoa com molho de tomates e queijo 350g (fit),10.0,QUEIJO MUSSARELA pedaço,10.0,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,PEITO DE FRANGO SEM OSSO E SEM PELE,200.0,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,FARINHA DE AVEIA,25.0,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,FARINHA DE GRAO DE BICO,7.5,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,OVOS,15.0,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,CEBOLA 258g,50.0,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,ALHO 65g,5.0,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,SALSINHA 150g,23.75,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,CEBOLINHA 150g,18.75,ABA_RECEITA
PratosÚnicos,"Almondega verde de frango 350g (Integral, Low Carb)",4.0,TEMPERO A GOSTO,10.0,ABA_RECEITA
PratosÚnicos,"Carne moida coringa 350g (fit,lowcarb)",8.0,PATINHO (CARNE MOIDA),250.0,ABA_RECEITA
PratosÚnicos,"Carne moida coringa 350g (fit,lowcarb)",8.0,CEBOLA 258g,50.0,ABA_RECEITA
PratosÚnicos,"Carne moida coringa 350g (fit,lowcarb)",8.0,ALHO 65g,2.5,ABA_RECEITA
PratosÚnicos,"Carne moida coringa 350g (fit,lowcarb)",8.0,TOMATE CARMEM 330g,50.0,ABA_RECEITA
PratosÚnicos,"Carne moida coringa 350g (fit,lowcarb)",8.0,TEMPERO A GOSTO,5.0,ABA_RECEITA
PratosÚnicos,"Carne moida coringa 350g (fit,lowcarb)",8.0,SAL,2.5,ABA_RECEITA
PratosÚnicos,"Carne moida coringa 350g (fit,lowcarb)",8.0,AZEITE DE OLIVA 500ml,2.5,ABA_RECEITA
PratosÚnicos,Costelinha suina ao molho oriental 350g (fit),6.0,"Molho Oriental ( sem glúten, sem leite, sem lactose e Vegano) 135ml",50.0,ABA_RECEITA
PratosÚnicos,Costelinha suina ao molho oriental 350g (fit),6.0,COSTELINHA DE PORCO,333.333333,ABA_RECEITA
PratosÚnicos,Costelinha suina ao molho oriental 350g (fit),6.0,TEMPERO A GOSTO,6.666667,ABA_RECEITA
PratosÚnicos,Costelinha suina ao molho oriental 350g (fit),6.0,SAL,6.666667,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,"MILHO quero 1,700kg",170.0,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,CEBOLA 258g,30.0,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,ALHO 65g,1.6,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,AMIDO DE MILHO,6.0,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,AGUA FILTRADA 20l,120.0,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,CREME DE LEITE SEM LACTOSE 200g,20.0,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,SALSINHA 150g,10.0,ABA_RECEITA
PratosÚnicos,Creme de milho 350g (fit) (sem glúten e sem lactose),5.0,CEBOLINHA 150g,10.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,ABÓBORA CABOTIÃ,200.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,PEITO DE FRANGO SEM OSSO E SEM PELE,120.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,CEBOLA 258g,40.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,AZEITE DE OLIVA 500ml,4.5,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,ALHO 65g,5.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,EXTRATO DE TOMATE  ELEFANTE 300g,5.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,SAL,3.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,PIMENTA PRETA,2.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,TEMPERO A GOSTO,4.0,ABA_RECEITA
PratosÚnicos,Escondidinho de abóbora cabotiá 350g (fit)(sem glútem),10.0,QUEIJO MUSSARELA pedaço,20.0,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,BATATA ROSA DOCÊ 515g,142.857143,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,PEITO DE FRANGO SEM OSSO E SEM PELE,85.714286,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,CEBOLA 258g,28.571429,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,AZEITE DE OLIVA 500ml,1.428571,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,ALHO 65g,3.571429,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,INHAME 155g,85.714286,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,AGUA FILTRADA 20l,71.428571,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,EXTRATO DE TOMATE  ELEFANTE 300g,3.571429,ABA_RECEITA
PratosÚnicos,Escondidinho de Batata Doce com Frango e molho branco de inhame 350g,14.0,SAL,2.142857,ABA_RECEITA
PratosÚnicos,Escondidinho de inhame 350g,5.0,INHAME 155g,100.0,ABA_RECEITA
PratosÚnicos,Escondidinho de inhame 350g,5.0,"Leite de Arroz 1,250Kg",40.0,ABA_RECEITA
PratosÚnicos,Escondidinho de inhame 350g,5.0,ALHO 65g,10.0,ABA_RECEITA
PratosÚnicos,Escondidinho de inhame 350g,5.0,AZEITE DE OLIVA 500ml,3.0,ABA_RECEITA
PratosÚnicos,Escondidinho de inhame 350g,5.0,PATINHO (CARNE MOIDA),50.0,ABA_RECEITA
PratosÚnicos,Escondidinho de inhame 350g,5.0,SAL,4.0,ABA_RECEITA
PratosÚnicos,Escondidinho de inhame 350g,5.0,AGUA FILTRADA 20l,200.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,PERNIL COM OSSO TRASEIRO,60.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,TOUCINHO,40.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,CEBOLA 258g,60.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,ALHO 65g,4.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,COUVE 250g,40.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,FARINHA DE MANDIOCA,60.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,QUINOA EM GRÃO,30.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,FEIJÃO CARIOCA,100.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,AZEITE DE OLIVA 500ml,6.0,ABA_RECEITA
PratosÚnicos,Feijão tropeiro com bacon saudavel 350g (fit),5.0,SAL,4.0,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,FEIJAO PRETO,75.0,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,PERNIL COM OSSO TRASEIRO,100.0,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,COXÃO MOLE,25.0,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,ALHO 65g,7.5,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,CEBOLA 258g,62.5,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,SALSINHA 150g,18.75,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,CEBOLINHA 150g,18.75,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,FOLHA DE LOURO,5.0,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,SAL,3.75,ABA_RECEITA
PratosÚnicos,"Feijoada fit 350g (integral, sem leite, sem lactose, sem glúten)",4.0,TEMPERO A GOSTO,10.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,SOBRE COXA,40.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,PEITO DE FRANGO SEM OSSO E SEM PELE,80.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,MILHO VERDE ESPIGA 700g,100.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,ARROZ INTEGRAL,45.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,AZEITE DE OLIVA 500ml,1.5,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,CEBOLA 258g,45.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,ALHO 65g,2.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,PIMENTA DEDO DE MOÇA 200G,2.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,CENOURA 200g,30.0,ABA_RECEITA
PratosÚnicos,"Galinhada fit 350g (sem leite, sem lactose, sem glúten)",10.0,AÇAFRÃO DA TERRA (SEM MISTURA)=CURCUMA,2.0,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,LOMBO SUINO,250.0,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,CEBOLA 258g,66.666667,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,ALHO 65g,8.333333,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,CEBOLINHA 150g,12.5,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,SALSINHA 150g,15.833333,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,ALECRIM,5.0,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,AZEITE DE OLIVA 500ml,5.0,ABA_RECEITA
PratosÚnicos,"Lombo grelhado com ervas frescas(fit)(sem leite, sem lactose, sem glúten)",6.0,PIMENTA PRETA,2.5,ABA_RECEITA
PratosÚnicos,Macarrão a bolonhesa 350g (fit)(integral),6.0,MACARRÃO INTEGRAL 500g GALO PARAFUSO E ESPAGUETE Nº8,83.333333,ABA_RECEITA
PratosÚnicos,Macarrão a bolonhesa 350g (fit)(integral),6.0,"Carne Moída Coringa 2,700Kg",266.666667,ABA_RECEITA
PratosÚnicos,Macarrão a bolonhesa 350g (fit)(integral),6.0,QUEIJO MUSSARELA pedaço,33.333333,ABA_RECEITA
PratosÚnicos,Macarrão a bolonhesa 350g (fit)(integral),6.0,SAL,1.666667,ABA_RECEITA
PratosÚnicos,Nhoque de Banana da Terra 350g (fit)(integral),5.0,BANANA VERDE NANICA 200g,120.0,ABA_RECEITA
PratosÚnicos,Nhoque de Banana da Terra 350g (fit)(integral),5.0,FARINHA DE TRIGO INTEGRAL RENATA,60.0,ABA_RECEITA
PratosÚnicos,Nhoque de Banana da Terra 350g (fit)(integral),5.0,SAL,4.0,ABA_RECEITA
PratosÚnicos,Nhoque de Banana da Terra 350g (fit)(integral),5.0,AZEITE DE OLIVA 500ml,6.0,ABA_RECEITA
PratosÚnicos,Nhoque de Banana da Terra 350g (fit)(integral),5.0,PATINHO (CARNE MOIDA),100.0,ABA_RECEITA
PratosÚnicos,Nhoque de Banana da Terra 350g (fit)(integral),5.0,"PASTA DE TOMATE CONCENTRADA 2,005kg",60.0,ABA_RECEITA
PratosÚnicos,Nhoque de Banana da Terra 350g (fit)(integral),5.0,QUEIJO MUSSARELA pedaço,10.0,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,OVOS,45.0,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,COUVE 250g,6.25,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,BETERRABA 355g,6.25,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,CENOURA 200g,12.5,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,FARINHA DE AVEIA,9.375,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,FARINHA DE TRIGO INTEGRAL RENATA,9.375,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,AZEITE DE OLIVA 500ml,3.75,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,LEITE INTEGRAL 1L,62.5,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,SAL,1.25,ABA_RECEITA
PratosÚnicos,Panqueca colorida recheada com queijo mussarela 350g (fit),8.0,PIMENTA PRETA,1.25,ABA_RECEITA
PratosÚnicos,"Pernil desfiado com legumes (fit) 350g (sem glúten, sem lactose, sem leite)",3.0,PERNIL COM OSSO TRASEIRO,266.666667,ABA_RECEITA
PratosÚnicos,"Pernil desfiado com legumes (fit) 350g (sem glúten, sem lactose, sem leite)",3.0,PIMENTÃO VERDE 227g,33.333333,ABA_RECEITA
PratosÚnicos,"Pernil desfiado com legumes (fit) 350g (sem glúten, sem lactose, sem leite)",3.0,ABOBRINHA ITALIANA,33.333333,ABA_RECEITA
